Division,Event,Rider,Horse,Dress Score,Dress Place,XC Jump,XC Elapsed,XC Time,To Date Score,To Date Place,Stad Jump,Stad Time,Final Score,Final Place
Entry-B,POP Cross Country Schooling and Schooling Show,Ella Frank,Gauge,34.80,3,0.00,0.00,34.80,2,0.00,3:53,0.00,34.80,2
Entry-B,POP Cross Country Schooling and Schooling Show,Kari McBride,RS Shift Work,36.30,5,0.00,0.00,36.30,4,0.00,3:34,0.00,36.30,3
Entry-B,POP Cross Country Schooling and Schooling Show,Crissa Gillette,Tiny Dancer,39.80,6,0.00,0.00,39.80,6,0.00,3:48,0.00,39.80,4
Entry-B,POP Cross Country Schooling and Schooling Show,Madison Olesh,Kiso,40.00,7,0.00,0.00,40.00,7,0.00,4:10,0.00,40.00,5
Entry-B,POP Cross Country Schooling and Schooling Show,Kathi Roof,Light the Lights,35.50,4,0.00,0.00,35.50,3,0.00,4:26,5.20,40.70,6
Entry-B,POP Cross Country Schooling and Schooling Show,Lauren Akers,This Bright angel,34.50,2,4.00,0.00,38.50,5,0.00,4:19,2.40,40.90,7
Entry-B,POP Cross Country Schooling and Schooling Show,Kinzie Lauer,Abacus,41.80,9,0.00,0.00,41.80,9,0.00,3:35,0.00,41.80,8
Entry-B,POP Cross Country Schooling and Schooling Show,Julia Palomino,Need For Speed,41.30,8,0.00,0.00,41.30,8,0.00,4:49,14.40,55.70,9
Entry-B,POP Cross Country Schooling and Schooling Show,Colleen Tilley,Yourdecisionotmine,42.50,10,4.00,0.00,46.50,10,100.00,7:41,E,E,E
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Francesca Spoltore,Fernhill Above and Beyond, , , ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Ashley Goodroe,Chubba,52.50,1, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Ashley Goodroe,Chubba,52.57,2, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Ashley Guinn,Maui Jim,55.41,3, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Francesca Spoltore,Fernhill Above and Beyond,57.14,4, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Susan Faulkner,Mission Point,61.88,5, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Peter Arndt,Harmony K,63.06,6, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Peter Arndt,Harmony K,67.78,7, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Annie Goodwin,MGH Lalique,68.33,8, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Raymond Coutley,Colenomer,71.67,9, ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Annie Goodwin,MGH Lalique, , , ,0:00, , , , , , , 
Dressage Test of Choice,Stable View Eventing Academy Schooling H.T.,Elli Palenbaum,Fernhill Classic,E,E, ,0:00, , , , , , , 
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Melissa Betz,Train,27.20,5,0.00,0.00,27.20,3,0.00,3:41,0.00,27.20,1
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Colby Towle,Deniro,28.10,6,0.00,0.00,28.10,4,0.00,3:55,0.00,28.10,2
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Elizabeth Enloe,Peachy Keen,29.40,7,0.00,0.00,29.40,5,0.00,3:37,0.00,29.40,3
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Anna Grace Hickman,Four Heavens Sake,26.30,4,4.00,0.00,30.30,6,0.00,3:57,0.00,30.30,4
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Shaina Gilger,Casanova,22.50,1,4.00,0.00,26.50,2,0.00,4:46,15.60,42.10,5
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Holly Dana,Diamond Concerto ,25.00,2,0.00,0.00,25.00,1,0.00,4:51,17.60,42.60,6
Sprout Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Susan  Kraus ,Firefly ,25.90,3,0.00,TE,TE,TE,0.00,4:35,TE,TE,TE
Sprout Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Katrin Phillips,Moscato,35.60,2,0.00,0.00,35.60,2,0.00,3:58,0.00,35.60,1
Sprout Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Elaine Hughes,Simba,40.90,4,0.00,0.00,40.90,3,0.00,3:52,0.00,40.90,2
Sprout Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Ashton Zullo,Sweet Georgia Brown,45.60,5,0.00,0.00,45.60,5,0.00,3:47,0.00,45.60,3
Sprout Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Charlotte  O'Neal,Out of This World,38.10,3,4.00,2.40,44.50,4,0.00,4:45,15.20,59.70,4
Sprout Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Morgan Spring,Macaroni,29.70,1,4.00,0.00,33.70,1,0.00,6:46,63.60,97.30,5
Sprout Combined Test,Stable View Eventing Academy Schooling H.T.,Susan Shelton,Junior's Day,25.00,1, ,0:00, , , , , , , 
Sprout Combined Test,Stable View Eventing Academy Schooling H.T.,Sloane Slie-Fox,Shenandoah's Lady Slipper,29.10,2, ,0:00, , , , , , , 
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Annabelle Beeson,My Nightengale,28.80,2,0.00,0.00,28.80,1,0.00,3:13,0.00,28.80,1
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Sebastian Howard,Weekend at Bernie's,22.50,1,8.00,0.00,30.50,3,0.00,3:01,0.00,30.50,2
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Addison Amato,Hermione Granger,31.00,5,0.00,0.00,31.00,4,0.00,3:22,0.00,31.00,3
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Elizabeth Brennan,Throw Down,31.50,6,0.00,0.00,31.50,5,0.00,3:07,0.00,31.50,4
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Makenzye Pevny,Just Between Us (Charlie),30.00,4,0.00,0.00,30.00,2,0.00,2:53,2.80,32.80,5
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Lara Shelnutt,Poppyfields Tiger Shark,29.30,3,4.00,0.00,33.30,6,0.00,3:00,0.00,33.30,6
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Skye Hulon,Oz the Great and Powerful,32.00,7,4.00,0.00,36.00,7,0.00,0:00,TE,TE,TE
Tadpole Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Hayden Green,Stella with her Fella,36.80,8,0.00,TE,TE,TE, ,0:00, , , 
Tadpole Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Susan Shelton,Ziva,24.30,1,0.00,0.00,24.30,1,0.00,2:50,4.00,28.30,1
Tadpole Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Linda Hickey,Sir Malachy,27.80,2,0.00,0.00,27.80,2,0.00,2:58,0.80,28.60,2
Tadpole Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Logan Harris,Cabin Crimson LH,38.80,4,8.00,0.00,46.80,6,0.00,3:10,0.00,46.80,3
Tadpole Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Julia Bulkeley,King Maker WE,30.30,3,0.00,0.00,30.30,3,0.00,4:48,25.60,55.90,4
Tadpole Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Theresa Hubbell,Summation Time,46.00,6,0.00,0.00,46.00,5,20.00,3:49,2.00,68.00,5
Tadpole Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Alex Mercer,Guinness ,41.50,5,0.00,0.00,41.50,4,65.00,0:00,RF,RF,RF
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Martha Upchurch,Adian,33.30,2,0.00,0.00,33.30,1,0.00,3:22,0.00,33.30,1
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Merance Adams,Revelation ,34.50,3,0.00,0.00,34.50,2,0.00,3:02,0.00,34.50,2
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Kay Greene,Omission Impossible,36.30,4,0.00,0.00,36.30,3,0.00,3:17,0.00,36.30,3
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Tawn Edwards,The Teuff Way,32.50,1,4.00,0.00,36.50,4,0.00,3:43,0.00,36.50,4
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Amanda Palmer,Freya,38.30,7,4.00,0.00,42.30,7,0.00,3:04,0.00,42.30,5
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Sydney Meacham,Alpine Son,38.00,5-T,4.00,0.00,42.00,5-T,0.00,3:49,2.00,44.00,6
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,April Crawford,Blitzkrieg,43.80,8,4.00,0.00,47.80,9,0.00,3:04,0.00,47.80,7
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Paula Nguyen,Billy Jean,38.00,5-T,4.00,0.00,42.00,5-T,60.00,5:01,30.80,132.80,8
Tadpole Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Steve Greene,Isabella,47.00,9,0.00,0.00,47.00,8,0.00,0:00,TE,TE,TE
Tadpole Combined Test,Stable View Eventing Academy Schooling H.T.,Ashley Guinn,Maui Jim,27.30,1, ,0:00, , , , , , , 
Tadpole Combined Test,Stable View Eventing Academy Schooling H.T.,Carrie Leavitt,Mad Max,40.80,2-T, ,0:00, , , , , , , 
Tadpole Combined Test,Stable View Eventing Academy Schooling H.T.,Lisa Rusinyak,Hollywood Lark,40.80,2-T, ,0:00, , , , , , , 
Tadpole Combined Test,Stable View Eventing Academy Schooling H.T.,Emily Rusinyak,Abraham ,41.80,4, ,0:00, , , , , , , 
Tadpole Combined Test,Stable View Eventing Academy Schooling H.T.,Alyce Vining,Three Cups Jack Be Quick,49.00,5, ,0:00, , , , , , , 
Tadpole Show Jump Round,Stable View Eventing Academy Schooling H.T.,Emily Rusinyak,Killer Tofu, , , ,0:00, , , , , , , 
Preliminary Combined Test,Stable View Eventing Academy Schooling H.T.,Barrett Phillips,Whole Nine Yards,35.70,1, ,0:00, , , , , , , 
Preliminary Combined Test,Stable View Eventing Academy Schooling H.T.,Meg Bowers,Keep The Change,38.30,2, ,0:00, , , , , , , 
Preliminary Show Jump Round,Stable View Eventing Academy Schooling H.T.,Keyanna Farken,Courtly Miss, , , ,0:00, , , , , , , 
Prelim/Training Horse Trials,Stable View Eventing Academy Schooling H.T.,Nilson Da Silva,Vanilla,39.10,2,12.00,0.00,51.10,2,0.00,4:52,0.00,51.10,1
Prelim/Training Horse Trials,Stable View Eventing Academy Schooling H.T.,Francesca Spoltore,Millstreet Mitch,34.40,1,0.00,0.00,34.40,1,20.00,6:04,24.40,78.80,2
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Caitlin Silliman,Excel Star Eye Candy,31.20,3,0.00,0.00,31.20,1,0.00,4:47,0.00,31.20,1
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Lawlor Brown,Ulysses,32.40,4,0.00,0.00,32.40,2,0.00,4:22,0.00,32.40,2
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Amy Cobb,Swift Journey ,29.50,1,4.00,0.00,33.50,3,0.00,4:38,0.00,33.50,3
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Laura VanderVliet,FGF Papamac,31.00,2,4.00,0.00,35.00,4,0.00,5:07,1.60,36.60,4
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Heidi White,Talulla,36.70,6,8.00,0.00,44.70,8,0.00,4:42,0.00,44.70,5
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Alexandra Green Kerby,Fernhill Mufasa,40.00,8,4.00,0.00,44.00,6,0.00,5:07,1.60,45.60,6
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Cathy Anne Coward,Charlie,36.90,7,0.00,0.00,36.90,5,0.00,0:00,TE,TE,TE
Training Horse Trial-A,Stable View Eventing Academy Schooling H.T.,Jared Beasley,Candola ,36.40,5,8.00,0.00,44.40,7,125.00,0:00,RF,RF,RF
Training Horse Trial-B,Stable View Eventing Academy Schooling H.T.,Marissa Griffin,Conguistador,26.00,1,0.00,0.00,26.00,1,0.00,4:43,0.00,26.00,1
Training Horse Trial-B,Stable View Eventing Academy Schooling H.T.,Stephanie Letarte,Milenko,31.00,2,4.00,0.00,35.00,2,0.00,5:05,0.80,35.80,2
Training Horse Trial-B,Stable View Eventing Academy Schooling H.T.,Julia Wendell,Go Global,31.20,3,4.00,0.00,35.20,3,0.00,5:19,6.40,41.60,3
Training Horse Trial-B,Stable View Eventing Academy Schooling H.T.,Danielle Moore,Tenth Rendition,32.40,4,12.00,0.00,44.40,6,0.00,4:37,0.00,44.40,4
Training Horse Trial-B,Stable View Eventing Academy Schooling H.T.,Lorna Mathias,Worth the Wait,36.20,6,0.00,0.00,36.20,4,20.00,5:45,16.80,73.00,5
Training Horse Trial-B,Stable View Eventing Academy Schooling H.T.,Ginny Worley,FMF Toucan Salute,34.10,5,4.00,0.00,38.10,5,60.00,0:00,TE,TE,TE
Training Show Jump Round,Stable View Eventing Academy Schooling H.T.,Lauren Campbell,FGF Quadratic Halo, , , ,0:00, , , , , , , 
Training Show Jump Round,Stable View Eventing Academy Schooling H.T.,Danielle Busbee,Killerisk Maximilian, , , ,0:00, , , , , , , 
Training Combined Test,Stable View Eventing Academy Schooling H.T.,Meg Bowers,Valiant,46.00,1, ,0:00, , , , , , , 
Novice Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Logan Harris,Jenesis HF,32.90,1,0.00,0.00,32.90,1,0.00,4:11,0.00,32.90,1
Novice Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Elizabeth Love,That's Right Officer,34.80,2,0.00,0.00,34.80,2,0.00,4:28,0.00,34.80,2
Novice Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Solomon Edwards,Giant Red,37.60,4,0.00,0.00,37.60,3,0.00,4:12,0.00,37.60,3
Novice Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Emily Thomas,Fernhill Famous,38.30,5,0.00,0.00,38.30,4,0.00,4:30,0.00,38.30,4
Novice Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Ally Evans,Fleaux Easy,39.30,6,0.00,0.00,39.30,5,0.00,4:55,0.80,40.10,5
Novice Horse Trials-A,Stable View Eventing Academy Schooling H.T.,Alexandra Multz,Markham's Moontide,36.40,3,4.00,0.00,40.40,6,0.00,4:30,0.00,40.40,6
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Alexandra Green Kerby,Fernhill In Motion,31.40,2,0.00,0.00,31.40,1,0.00,4:09,0.00,31.40,1
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Margret Stiles,Cruise Control,31.70,3,0.00,0.00,31.70,2,0.00,4:13,0.00,31.70,2
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Kendel Torrel,ALL-INCLUSIVE ,31.90,4,0.00,0.00,31.90,3,0.00,4:25,0.00,31.90,3
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Molly Scher,Inferno,34.50,6,0.00,0.00,34.50,4,0.00,4:27,0.00,34.50,4
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Mandy Powers,Rockin' Maria,36.40,9,0.00,0.00,36.40,6,0.00,4:24,0.00,36.40,5
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Sarah Dempsey,Skybound Skittles,36.70,10,0.00,0.00,36.70,7,0.00,4:43,0.00,36.70,6
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Gillian O'Leary,Don Conrad,38.10,11,0.00,0.00,38.10,8,0.00,4:25,0.00,38.10,7
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Shannon Riley,Dry Lake,35.20,7-T,4.00,3.20,42.40,9,0.00,4:24,0.00,42.40,8
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Keyanna Farken,Big Roar,35.20,7-T,0.00,0.00,35.20,5,0.00,0:00,TE,TE,TE
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Shannon Riley,ETS Black Gold,33.30,5,0.00,W,W,W, ,0:00, , , 
Novice Horse Trials-B,Stable View Eventing Academy Schooling H.T.,Nancy Wise,Monarts Diamond Lad,21.70,1,4.00,TE,TE,TE, ,0:00, , , 
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Malin Eriksson,WHF Wilhelmina,25.20,2,0.00,0.00,25.20,2,0.00,4:55,0.80,26.00,1
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Raymond Coutley,Navier Stokes,26.90,3,0.00,0.00,26.90,3,0.00,4:06,0.00,26.90,2
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Alexandra Green Kerby,Fernhill G.I. Joe,27.10,4-T,0.00,0.00,27.10,4,0.00,4:22,0.00,27.10,3
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Kaitlyn Adams,Chance,29.30,6,0.00,0.00,29.30,5,0.00,4:50,0.00,29.30,4
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Lauren Campbell,Drumcrave Frank,30.70,7,0.00,0.00,30.70,6,0.00,4:44,0.00,30.70,5
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Heather Bush,Bond 007,31.00,8,0.00,0.00,31.00,7,0.00,4:31,0.00,31.00,6
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Risa Moon,Tuck,32.10,9,4.00,0.00,36.10,8,0.00,4:38,0.00,36.10,7
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Ann Inabinett,Resonance,33.60,10,4.00,0.00,37.60,9,0.00,4:45,0.00,37.60,8
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Jennifer Fox,Hey Jude,35.00,11,12.00,0.00,47.00,11,0.00,4:14,0.00,47.00,9
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Shannon Riley,Infinity by Infinity,27.10,4-T,12.00,2.00,41.10,10,20.00,5:00,2.80,63.90,10
Novice Horse Trials-C,Stable View Eventing Academy Schooling H.T.,Nancy Wilson,Lagerfeld,19.30,1,0.00,0.00,19.30,1,0.00,0:00,TE,TE,TE
Novice Combined Test,Stable View Eventing Academy Schooling H.T.,Erin Flynn Mobley,In Sync,23.80,1, ,0:00, , , , , , , 
Novice Show Jump Round,Stable View Eventing Academy Schooling H.T.,Medow Van Engen,Chance, , , ,0:00, , , , , , , 
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Carolyn Rice,Fernhill All Style,31.70,3,0.00,0.00,31.70,1,0.00,4:21,0.00,31.70,1
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Anne Laurel Dempsey,Country Girl's Cadillac,28.60,2,4.00,0.00,32.60,2,0.00,4:31,0.00,32.60,2
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Molly McLaughlin,Fernhill Sinatra,34.20,4,0.00,0.00,34.20,3,0.00,3:50,0.00,34.20,3
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Darby Waund,Feighbel,27.50,1,8.00,0.00,35.50,4,0.00,4:28,0.00,35.50,4
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Carli Stiles,Sports Car,37.50,7,0.00,0.00,37.50,5,0.00,3:51,0.00,37.50,5
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Olivia Baughman,Reno,38.30,8,0.00,0.00,38.30,6,0.00,4:03,0.00,38.30,6
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Heather Allen,Isle of Capri,39.70,10-T,0.00,0.00,39.70,7,0.00,4:25,0.00,39.70,7
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Allison Frady,Wayward Winchester,36.70,6,4.00,0.00,40.70,8,0.00,4:00,0.00,40.70,8
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Michaela Hughes,My Desire,42.50,13,4.00,0.00,46.50,12,0.00,4:07,0.00,46.50,9
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Alexandra McAllister,Certified Captain,39.40,9,4.00,0.00,43.40,9,20.00,4:35,0.00,63.40,10
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Anna Fortier,Star Glitter,44.70,14,4.00,0.00,48.70,13,20.00,4:21,0.00,68.70,11
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Julia Steinberger,Tucker,36.10,5,8.00,0.00,44.10,10,0.00,0:00,TE,TE,TE
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Payton White,Grand Coulee,40.80,12,4.00,0.00,44.80,11,0.00,0:00,TE,TE,TE
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Rayne Atkinson,Endless Escape,E,E,0.00,E,E,E,0.00,4:06,E,E,E
Beginner Novice Horse Trails-A,Stable View Eventing Academy Schooling H.T.,Alyssa Jastram,Helena Hurry,39.70,10-T,0.00,TE,TE,TE,0.00,3:53,TE,TE,TE
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Allison Suber,Sara Bella,34.40,3,0.00,0.00,34.40,2,0.00,4:00,0.00,34.40,1
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Sydney Langley,Picnic in the Park,31.40,1,4.00,0.00,35.40,3,0.00,3:58,0.00,35.40,2
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Sophie Evans,Donatella,33.10,2,0.00,0.00,33.10,1,0.00,3:44,2.40,35.50,3
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Ava Iannamico ,ClockandKey,38.10,7-T,0.00,0.00,38.10,5-T,0.00,3:59,0.00,38.10,4
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Julia Avila-Guilabert,RedHeadedStepChild,38.10,7-T,0.00,0.00,38.10,5-T,0.00,3:55,0.00,38.10,5
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Cortlinn Bailey,Up in Smoke,37.50,6,0.00,0.00,37.50,4,0.00,3:44,2.40,39.90,6
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Maddie Lichten,AF Albertous,40.80,10,0.00,0.00,40.80,8,0.00,4:17,0.00,40.80,7
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Bailey Greer,Black Tie Affair,35.00,4,4.00,0.00,39.00,7,0.00,3:44,2.40,41.40,8
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Layna McLain,Promising Pair,42.20,12,0.00,0.00,42.20,10,0.00,3:46,1.60,43.80,9
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Marin Schubert,Forest Jump,43.90,13,4.00,0.00,47.90,12,0.00,3:43,2.80,50.70,10
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Brooke Speed,Seaborne's Maritime,37.20,5,8.00,0.00,45.20,11,0.00,3:36,5.60,50.80,11
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Kaite Johnson,Carolina Chrome,41.70,11,0.00,0.00,41.70,9,20.00,4:10,0.00,61.70,12
Beginner Novice Horse Trails-B,Stable View Eventing Academy Schooling H.T.,Meaghan Nelson,Sea Maiden,38.60,9,12.00,32.00,82.60,13,0.00,4:41,0.00,82.60,13
Beginner Novice Horse Trails-C,Stable View Eventing Academy Schooling H.T.,Catherine Coxwell,FGF Ghost in the Attic,22.20,1,0.00,0.00,22.20,1,0.00,4:12,0.00,22.20,1
